timestamp,hex,flight,alt_baro,gs,track,lat,lon,seen,squawk,category
2025-09-04T11:00:01,342592,VLG86YY,22475,369.4,239.4,38.9409,-7.852539,1.7,0443,A3
2025-09-04T11:00:01,49526a,,37975,,,,,49.0,3337,
2025-09-04T11:00:01,4cad10,RYR656,38000,437.8,346.1,39.607452,-7.86018,2.1,4405,
2025-09-04T11:00:01,440589,,,,,,,78.5,,
2025-09-04T11:00:01,40803e,,,,,,,112.9,,
2025-09-04T11:00:01,49514f,TAP432,20300,386.8,44.7,39.281477,-8.573364,0.3,2022,A3
2025-09-04T11:00:01,34644c,IBS15PG,35025,424.7,212.3,38.336326,-8.191621,0.5,2616,A3
2025-09-04T11:00:01,440630,EJU97RH,24550,398.8,44.6,39.495431,-8.260254,9.5,2004,A3
2025-09-04T11:00:01,40717f,EXS9GT,36000,450.5,355.3,39.098419,-8.295812,0.2,4415,A3
2025-09-04T11:00:01,406666,EZY13AR,27200,421.0,352.1,39.860679,-8.227783,0.0,5244,A3
2025-09-04T11:00:01,3474c8,,,,,,,228.3,,A5
2025-09-04T11:00:01,44cdcc,,,,,,,131.3,,
2025-09-04T11:00:01,3c55c3,EWG7LC,37975,495.2,46.6,40.113647,-7.519226,0.0,1162,A3
2025-09-04T11:00:01,394c0c,AFR81MN,24650,462.6,213.9,39.313385,-8.824649,19.9,7631,A3
2025-09-04T11:00:01,4cae9d,,,,,,,50.7,,A3
2025-09-04T11:00:01,40690c,,,,,,,248.3,,A3
2025-09-04T11:00:01,407797,,,,,,,157.4,,A3
2025-09-04T11:00:01,44d076,,,,,,,252.8,,A3
2025-09-04T11:00:01,407574,,33200,442.4,186.0,38.701622,-7.532593,0.4,7717,A3
2025-09-04T11:00:01,40766d,,,,,,,152.6,,A3
2025-09-04T11:01:01.700000,440195,,37975,468.4,6.9,37.676605,-7.676931,1.2,7762,
2025-09-04T11:01:01.700000,342592,,22475,366.3,239.3,,,0.5,,A3
2025-09-04T11:01:01.700000,49526a,,,,,,,109.6,,
2025-09-04T11:01:01.700000,4cad10,,38000,437.3,346.4,39.739243,-7.901857,8.8,4405,
2025-09-04T11:01:01.700000,440589,,,,,,,139.2,,
2025-09-04T11:01:01.700000,40803e,,,,,,,173.5,,
2025-09-04T11:01:01.700000,49514f,TAP432,22250,394.6,45.0,39.349594,-8.485744,5.4,2022,A3
2025-09-04T11:01:01.700000,34644c,,35025,423.9,212.4,38.18573,-8.312268,4.8,2616,A3
2025-09-04T11:01:01.700000,440630,EJU97RH,27425,379.7,44.9,39.587976,-8.141907,0.1,2004,A3
2025-09-04T11:01:01.700000,40717f,EXS9GT,36000,448.4,355.4,39.196426,-8.306152,12.9,4415,A3
2025-09-04T11:01:01.700000,406666,EZY13AR,28375,429.1,352.1,39.976273,-8.248596,1.2,5244,A3
2025-09-04T11:01:01.700000,3474c8,,,,,,,289.0,,A5
2025-09-04T11:01:01.700000,44cdcc,,,,,,,191.9,,
2025-09-04T11:01:01.700000,3c55c3,EWG7LC,38025,498.0,46.6,40.204282,-7.394361,0.4,1162,A3
2025-09-04T11:01:01.700000,394c0c,,22300,,,,,42.9,5236,A3
2025-09-04T11:01:01.700000,4cae9d,,,,,,,111.4,,A3
2025-09-04T11:01:01.700000,407797,,,,,,,218.0,,A3
2025-09-04T11:01:01.700000,407574,EZY79NY,32350,433.3,186.0,38.595343,-7.546631,1.7,7717,A3
2025-09-04T11:01:01.700000,40766d,,,,,,,213.3,,A3
2025-09-04T11:02:01.600000,495215,TAP10DM,15400,380.2,64.4,39.057467,-8.538208,0.3,3344,A3
2025-09-04T11:02:01.600000,440195,,38000,468.4,6.9,37.700043,-7.673424,40.8,7762,
2025-09-04T11:02:01.600000,3c6495,,23950,427.9,5.4,38.097107,-7.980457,3.4,2007,
2025-09-04T11:02:01.600000,342592,VLG86YY,20400,354.7,239.3,38.801559,-8.153109,1.3,0443,A3
2025-09-04T11:02:01.600000,49526a,,,,,,,169.5,,
2025-09-04T11:02:01.600000,4cad10,RYR656,38000,433.7,346.1,39.872271,-7.944458,0.4,4405,A3
2025-09-04T11:02:01.600000,440589,,,,,,,199.1,,
2025-09-04T11:02:01.600000,40803e,,,,,,,233.4,,
2025-09-04T11:02:01.600000,49514f,TAP432,24200,409.4,45.1,39.433594,-8.377195,1.2,2022,A3
2025-09-04T11:02:01.600000,34644c,,35025,,,38.18573,-8.312268,51.0,,A3
2025-09-04T11:02:01.600000,440630,EJU97RH,29225,376.9,44.7,39.663112,-8.045593,0.3,2004,A3
2025-09-04T11:02:01.600000,40717f,,36000,447.4,355.5,39.359573,-8.322979,0.5,4415,A3
2025-09-04T11:02:01.600000,406666,EZY13AR,29550,433.2,352.0,40.096207,-8.270264,0.0,5244,A3
2025-09-04T11:02:01.600000,44cdcc,,,,,,,251.8,,
2025-09-04T11:02:01.600000,3c55c3,EWG7LC,38025,495.9,46.7,40.29213,-7.272827,9.6,1162,A3
2025-09-04T11:02:01.600000,394c0c,,,,,,,102.8,,A3
2025-09-04T11:02:01.600000,4cae9d,,,,,,,171.2,,A3
2025-09-04T11:02:01.600000,407797,,,,,,,277.9,,A3
2025-09-04T11:02:01.600000,407574,EZY79NY,31875,433.3,186.0,38.595343,-7.546631,38.9,,A3
2025-09-04T11:02:01.600000,40766d,,,,,,,273.1,,A3
